电视家高级版📢,#genre#
纬来体育,http://211.72.65.236:8585/.m3u8
动物星球,http://211.72.65.236:8512/.m3u8
纬来日本,http://211.72.65.236:8537/.m3u8
中天,http://211.72.65.236:8526/.m3u8
中天新聞HD,http://211.72.65.236:8541/.m3u8
东森财经,http://211.72.65.236:8546/.m3u8
海峡卫视,http://211.72.65.236:8570/.m3u8
卫视电影,http://211.72.65.236:8578/.m3u8
卫视中文,http://211.72.65.236:8523/.m3u8
纬来,http://211.72.65.236:8518/.m3u8
三立湾,http://211.72.65.236:8521/.m3u8
东方37,http://211.72.65.236:8528/.m3u8
好莱坞电影,http://211.72.65.236:8554/.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8CINEMAX,http://211.72.65.236:8559/.m3u8,http://211.72.65.236:8502/.m3u8
TVBS欢乐,http://211.72.65.236:8532/.m3u8
三立都会,http://211.72.65.236:8522/.m3u8
人间卫视,http://211.72.65.236:8506/.m3u8
人间卫视,http://37.27.111.214:8080/live/101/hls.m3u8
中天娱乐,http://211.72.65.236:8527/.m3u8
地理野生,http://211.72.65.236:8509/.m3u8
纬来育乐,http://211.72.65.236:8584/.m3u8
GOODTV好消息,http://211.72.65.236:8508/.m3u8TCL,http://211.72.65.236:8511/.m3u8
卫视西片,http://211.72.65.236:8583/.m3u8
东森超视,http://211.72.65.236:8525/.m3u8
东森幼幼,http://211.72.65.236:8515/.m3u8
东森,http://211.72.65.236:8524/.m3u8
纬来戏剧,http://211.72.65.236:8533/.m3u8
非凡商业,http://211.72.65.236:8545/.m3u8
八大戏剧,http://211.72.65.236:8531/.m3u8
湖南卫视,http://211.72.65.236:8573/.m3u8
八大,http://211.72.65.236:8520/.m3u8
八大第一,http://211.72.65.236:8519/.m3u8
亚洲旅游,http://211.72.65.236:8513/.m3u8STARWORD,http://211.72.65.236:8561/.m3u8
公视,http://211.72.65.236:8505/.m3u8
大爱,http://211.72.65.236:8507/.m3u8
HBO,http://211.72.65.236:8580/.m3u8
AXN,http://211.72.65.236:8582/.m3u
华视新闻,http://37.27.111.214:8080/live/8/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
寰宇新闻台湾,http://37.27.111.214:8080/live/63/hls.m3u8
寰宇财经新闻,http://37.27.111.214:8080/live/65/hls.m3u8
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS欢乐台,http://37.27.111.214:8080/live/24/hls.m3u8
亚洲旅游台,http://37.27.111.214:8080/live/10/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8
国会频道2,http://37.27.111.214:8080/live/104/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
三立综合台,http://37.27.111.214:8080/live/31/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
博斯运动1,http://37.27.111.214:8080/live/14/hls.m3u8
博斯无限,http://37.27.111.214:8080/live/15/hls.m3u8
博斯网球,http://37.27.111.214:8080/live/16/hls.m3u8
liveMTV,http://37.27.111.214:8080/live/25/hls.m3u8
幸福空间,http://37.27.111.214:8080/live/26/hls.m3u8
猪哥亮歌厅秀,http://37.27.111.214:8080/live/29/hls.m3u8
龍崋戏剧,http://37.27.111.214:8080/live/41/hls.m3u8
龍崋日韩,http://37.27.111.214:8080/live/42/hls.m3u8
中视采青,http://37.27.111.214:8080/live/48/hls.m3u8
东森购物,http://37.27.111.214:8080/live/61/hls.m3u8
东森购物2,http://37.27.111.214:8080/live/66/hls.m3u8
live互动英语,http://37.27.111.214:8080/live/54/hls.m3u8
生活英语台,http://37.27.111.214:8080/live/56/hls.m3u8
全球财经HD,http://37.27.111.214:8080/live/64/hls.m3u8
台湾综艺,http://37.27.111.214:8080/live/67/hls.m3u8
台湾旅游,http://37.27.111.214:8080/live/82/hls.m3u8
台湾影剧,http://37.27.111.214:8080/live/88/hls.m3u8
智林体育台,http://37.27.111.214:8080/live/77/hls.m3u8
ELTA生活旅游,http://37.27.111.214:8080/live/85/hls.m3u8
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8
影迷纪宝台,http://37.27.111.214:8080/live/92/hls.m3u8
国会频道1,http://37.27.111.214:8080/live/103/hls.m3u8
尼克儿童频道,http://37.27.111.214:8080/live/12/hls.m3u8
尼克Jr儿童频道,http://37.27.111.214:8080/live/22/hls.m3u8
经典卡通台,http://37.27.111.214:8080/live/105/hls.m3u8
金光布袋戏,http://37.27.111.214:8080/live/93/hls.m3u8
经典卡通台2,http://37.27.111.214:8080/live/107/hls.m3u8
未知3,http://37.27.111.214:8080/live/109/hls.m3u8
赛车V+,http://37.27.111.214:8080/live/78/hls.m3u8
PetClubTV,http://37.27.111.214:8080/live/81/hls.m3u8
lovenature,http://37.27.111.214:8080/live/84/hls.m3u8
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8
HQKKQTV,http://37.27.111.214:8080/live/1/hls.m3u8
tiTV,http://37.27.111.214:8080/live/2/hls.m3u8
MOMO,http://37.27.111.214:8080/live/3/hls.m3u8
HITS,http://37.27.111.214:8080/live/35/hls.m3u8
S6,http://37.27.111.214:8080/live/29/hls.m3u8
cinemaworld,http://37.27.111.214:8080/live/30/hls.m3u8
rpllor,http://37.27.111.214:8080/live/40/hls.m3u8




电影频道,#genre#
邵氏影院台,http://8.138.90.107/%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E7%9D%A1%E7%9C%BC%E8%BF%B7%E7%A6%BB%E7%9A%84%E7%8C%AB%E3%80%91/douyu.php?id=4246519
邵氏影院台,http://php.666230.xyz/%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E7%9D%A1%E7%9C%BC%E8%BF%B7%E7%A6%BB%E7%9A%84%E7%8C%AB%E3%80%91/proxy/斗鱼.php?id=4246519
緯來電影台,http://122.117.71.103:8554/http/61.222.53.250:8081/hls/69/811/ch35.m3u8
龍華電影台,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
HBO频道台,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
AXN频道台,http://122.117.71.103:8557/http/61.222.53.250:8081/hls/71/813/ch43.m3u8
CINEMAX,http://122.117.71.103:8558/http/61.222.53.250:8081/hls/71/813/ch42.m3u8
AMC電影台,http://122.117.71.103:8559/http/61.222.53.250:8092/upload/115/AMC_TS-1111_1.m3u8
東森戲劇HD,http://122.117.71.103:8529/http/61.222.53.250:8081/hls/64/806/ch13.m3u8
緯來戲劇,http://122.117.71.103:8532/http/61.222.53.250:8081/hls/69/811/ch33.m3u8
龍華戲劇台,http://122.117.71.103:8533/http/61.222.53.250:8068/hls/13/80/cstv13.m3u8
八大戲劇HD,http://122.117.71.103:8530/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
東森幼幼HD,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
龍華卡通台,http://122.117.71.103:8516/http/61.222.53.250:8068/hls/14/80/cstv14.m3u8
重温经典台,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
重温经典台,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典台,http://mtw.so/5NPX0U
搞笑恐怖,http://iptv.com.gerss.cn/huya/11601960 
周星驰,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402 
好先生,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650792 
庆余年,http://huanqiuzhibo.cn/manifest/douyu.php?id=5908256 
欢乐综艺,http://huanqiuzhibo.cn/manifest/douyu.php?id=131977 
万合出品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9220456 
吃米滴虫,http://huanqiuzhibo.cn/manifest/douyu.php?id=315457 
高分电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=7254536 
豆瓣高分,http://huanqiuzhibo.cn/manifest/douyu.php?id=8770422 
漫威影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6140589 
特辑电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778 
粤语电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741 
国产电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=5423 
精彩电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=9650887 
喜剧电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=323876 
动作电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=6763930 
恐怖电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=218859 
恐怖鬼怪,http://huanqiuzhibo.cn/manifest/douyu.php?id=1165374 
童年阴影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2935323 
惊悚电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=96577 
华语影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3928 
神乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894 
周末影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637765 
周末电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637726 
兔子影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=8985415 
冰冰影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=74374 
刀刀影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=747764 
奶虫影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824 
贝爷壹厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=252802 
贝爷贰厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=4332 
贝爷叁厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=36337 
凌儿影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1377142 
云宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7305938 
花卷影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=52787 
菜园小饼,http://huanqiuzhibo.cn/manifest/douyu.php?id=1735337 
米娅影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6537888 
橙記港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=4549169 
大宝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=805235 
蚂蚱影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455 
怡寶影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=434971 
圆子影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6566658 
贝贝影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460 
可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415 
萌牛影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7494871 
兔兔影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1504768 
无双影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4870914 
下饭神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=276200 
古装神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=338759 
晚湾影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=9461178 
酒染影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=7550220 
芊珏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=8814650 
热门港剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351 
盗墓剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=9292503 
金庸武侠,http://huanqiuzhibo.cn/manifest/douyu.php?id=7644931 
国产剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=8157860 
国产剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=308752 
爱情公寓,http://huanqiuzhibo.cn/manifest/douyu.php?id=2838296 
经典剧集,http://huanqiuzhibo.cn/manifest/douyu.php?id=686336
绍兴影院,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
新昌休闲,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8



斗鱼轮播,#genre#
林正英 1,http://php.666230.xyz/%E5%85%AC%E4%BC%97%E5%8F%B7%E3%80%90%E7%9D%A1%E7%9C%BC%E8%BF%B7%E7%A6%BB%E7%9A%84%E7%8C%AB%E3%80%91/proxy/斗鱼.php?id=7356023
林正英 1,http://zzy789.xyz/douyu1.php?id=7356023
林正英 2,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=8770422
斗鱼频道,http://zzy789.xyz/douyu1.php?id=218859
斗鱼频道,http://zzy789.xyz/douyu1.php?id=413573
斗鱼频道,http://zzy789.xyz/douyu1.php?id=9292492
鬼片恐怖,http://zzy789.xyz/douyu1.php?id=2935323
恐怖故事,http://zzy789.xyz/douyu1.php?id=2337939
怡寳影院,http://zzy789.xyz/douyu1.php?id=434971
粤语电影,http://zzy789.xyz/douyu1.php?id=6566671
苹果影院,http://zzy789.xyz/douyu1.php?id=2793084
午夜故事,http://zzy789.xyz/douyu1.php?id=8722254
译制国语,http://zzy789.xyz/douyu1.php?id=2436390
蚂蚱影院,http://zzy789.xyz/douyu1.php?id=6079455
纪录片,http://zzy789.xyz/douyu1.php?id=4360438
贝爷求生,http://zzy789.xyz/douyu1.php?id=454867
恐怖丧尸鬼片,http://zzy789.xyz/douyu1.php?id=263824
斗鱼电影10,http://zzy789.xyz/douyu1.php?id=2935323
斗鱼电影22,http://zzy789.xyz/douyu1.php?id=1979257
斗鱼电影26,http://zzy789.xyz/douyu1.php?id=8413092
斗鱼电影71,http://zzy789.xyz/douyu1.php?id=2987100
斗鱼电影81,http://zzy789.xyz/douyu1.php?id=3870925
斗鱼电影97,http://zzy789.xyz/douyu1.php?id=8867878
斗鱼电影105,http://zzy789.xyz/douyu1.php?id=4290711
斗鱼电影108,http://zzy789.xyz/douyu1.php?id=6566671
斗鱼电影110,http://zzy789.xyz/douyu1.php?id=8415464
斗鱼电影111,http://zzy789.xyz/douyu1.php?id=8475821
斗鱼电影113,http://zzy789.xyz/douyu1.php?id=5522351
斗鱼电影114,http://zzy789.xyz/douyu1.php?id=562225
斗鱼电影116,http://zzy789.xyz/douyu1.php?id=8651489
斗鱼电影117,http://zzy789.xyz/douyu1.php?id=338759
斗鱼电影120,http://zzy789.xyz/douyu1.php?id=5354713
斗鱼电影124,http://zzy789.xyz/douyu1.php?id=2793084
斗鱼电影125,http://zzy789.xyz/douyu1.php?id=5067952
斗鱼电影129,http://zzy789.xyz/douyu1.php?id=413573
斗鱼电影130,http://zzy789.xyz/douyu1.php?id=8014467
斗鱼电影134,http://zzy789.xyz/douyu1.php?id=6725858
斗鱼电影135,http://zzy789.xyz/douyu1.php?id=74762

电视剧集,#genre#
天龙八部,http://cdn.jdshipin.com:8880/huya.php?id=23903123
鹿鼎记陈小春版,http://rihou.cc:555/dyy.php?id=1382704650
鹿鼎记陈小春版,http://live.nctv.top/6688/yy.php?id=1382704650
鹿鼎记陈小春版,http://jiaojirentv.top/2020/yy.php?id=1382704650
雪中悍刀行,http://cdn.jdshipin.com:8880/huya.php?id=11336592

庆余年,http://cdn.jdshipin.com:8880/huya.php?id=11352960

甄嬛传,http://cdn.jdshipin.com:8880/huya.php?id=30145009

与凤行,http://cdn.jdshipin.com:8880/huya.php?id=26355866

电视剧_开端,http://cdn.jdshipin.com:8880/huya.php?id=11342397

使徒行者,http://cdn.jdshipin.com:8880/huya.php?id=23734256

延禧攻略,http://cdn.jdshipin.com:8880/huya.php?id=26355864

民兵葛二蛋,http://cdn.jdshipin.com:8880/huya.php?id=11602072

铁道游击队,http://cdn.jdshipin.com:8880/huya.php?id=11352936

勇敢的心,http://cdn.jdshipin.com:8880/huya.php?id=11602037

康熙微服私访记,http://cdn.jdshipin.com:8880/huya.php?id=11342418

楚汉骄雄,http://cdn.jdshipin.com:8880/huya.php?id=23740156

御赐小仵作,http://cdn.jdshipin.com:8880/huya.php?id=11352948

笑看风云,http://cdn.jdshipin.com:8880/huya.php?id=23865058

康熙王朝,http://cdn.jdshipin.com:8880/huya.php?id=11352940

雍正王朝,http://cdn.jdshipin.com:8880/huya.php?id=11342439

陆小凤,http://cdn.jdshipin.com:8880/huya.php?id=29808803

武林外传,http://cdn.jdshipin.com:8880/huya.php?id=21059598

芈月传,http://cdn.jdshipin.com:8880/huya.php?id=11352975

一代枭雄,http://cdn.jdshipin.com:8880/huya.php?id=11342398

如懿传,http://cdn.jdshipin.com:8880/huya.php?id=29465880

陀枪师姐,http://cdn.jdshipin.com:8880/huya.php?id=23860039

问心,http://cdn.jdshipin.com:8880/huya.php?id=11352890

风云雄霸天下,http://cdn.jdshipin.com:8880/huya.php?id=21059612

全职高手,http://cdn.jdshipin.com:8880/huya.php?id=11352901

炊事班的故事3,http://cdn.jdshipin.com:8880/huya.php?id=19524135

地下交通站,http://cdn.jdshipin.com:8880/huya.php?id=11342433

医馆笑传,http://cdn.jdshipin.com:8880/huya.php?id=11352891

杨光的快乐生活,http://cdn.jdshipin.com:8880/huya.php?id=11602085

陈情令,http://cdn.jdshipin.com:8880/huya.php?id=29465862

神医喜来乐,http://cdn.jdshipin.com:8880/huya.php?id=11601978

邻里一家亲,http://cdn.jdshipin.com:8880/huya.php?id=11342426

大宋提刑官,http://cdn.jdshipin.com:8880/huya.php?id=26355856

鹊刀门传奇,http://cdn.jdshipin.com:8880/huya.php?id=29805872

神探狄仁杰1,http://cdn.jdshipin.com:8880/huya.php?id=29528581

白鹿原,http://cdn.jdshipin.com:8880/huya.php?id=11342416

长相思,http://cdn.jdshipin.com:8880/huya.php?id=11336593

你是我的荣耀,http://cdn.jdshipin.com:8880/huya.php?id=11352920

铁齿铜牙纪晓岚,http://cdn.jdshipin.com:8880/huya.php?id=11342396

士兵突击,http://cdn.jdshipin.com:8880/huya.php?id=11342430

我的团长我的团,http://cdn.jdshipin.com:8880/huya.php?id=11352910

寻秦记,http://cdn.jdshipin.com:8880/huya.php?id=23864973

星汉灿烂·月生沧海,http://cdn.jdshipin.com:8880/huya.php?id=11336591

将夜,http://cdn.jdshipin.com:8880/huya.php?id=11352885

铁梨花,http://cdn.jdshipin.com:8880/huya.php?id=11352912

父母爱情,http://cdn.jdshipin.com:8880/huya.php?id=11602071
大染坊,http://cdn.jdshipin.com:8880/huya.php?id=11602086

电影轮播,#genre#
高分电影,http://jiaojirentv.top/2020/dy.php?id=8770422
高分电影,http://zzy789.xyz/douyu1.php?id=8770422
高分电影,http://120.77.28.4:8648/douyu.php?id=8770422
经典悬疑片,http://jiaojirentv.top/2020/yy.php?id=1382651363
经典悬疑片,http://live.nctv.top/6688/yy.php?id=1382651363
经典悬疑片,http://rihou.cc:555/dyy.php?id=1382651363
僵尸恐怖,http://mtw.so/5FCWRo
僵尸恐怖,http://rihou.cc:555/dhy.php?id=11342421
僵尸恐怖,http://cdn.jdshipin.com:8880/huya.php?id=11342421
僵尸恐怖,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342421
神乐影剧,http://jiaojirentv.top/2020/dy.php?id=2935323
神乐影剧,http://zzy789.xyz/douyu1.php?id=2935323
神乐影剧,http://120.77.28.4:8648/douyu.php?id=2935323
东方影院,http://jiaojirentv.top/2020/dy.php?id=1377142
东方影院,http://zzy789.xyz/douyu1.php?id=1377142
东方影院,http://120.77.28.4:8648/douyu.php?id=1377142
动作影院,http://rihou.cc:555/dyy.php?id=1382745095
动作影院,http://jiaojirentv.top/2020/yy.php?id=1382745095
动作影院,http://live.nctv.top/6688/yy.php?id=1382745095
盗墓电影,http://rihou.cc:555/dhy.php?id=21059552
盗墓电影,http://cdn.jdshipin.com:8880/huya.php?id=21059552
盗墓电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=21059552
吃米滴虫,http://jiaojirentv.top/2020/dy.php?id=315457
吃米滴虫,http://zzy789.xyz/douyu1.php?id=315457
吃米滴虫,http://120.77.28.4:8648/douyu.php?id=315457
经典喜剧片,http://rihou.cc:555/dhy.php?id=11352894
经典喜剧片,http://cdn.jdshipin.com:8880/huya.php?id=11352894
经典喜剧片,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11352894
经典影院,http://jiaojirentv.top/2020/yy.php?id=23512910
经典影院,http://rihou.cc:555/dyy.php?id=23512910
经典影院,http://live.nctv.top/6688/yy.php?id=23512910
国产影院,http://jiaojirentv.top/2020/yy.php?id=1354210357
国产影院,http://live.nctv.top/6688/yy.php?id=1354210357
国产影院,http://rihou.cc:555/dyy.php?id=1354210357
综合院线,http://jiaojirentv.top/2020/yy.php?id=1354143966
综合院线,http://live.nctv.top/6688/yy.php?id=1354143966
综合院线,http://rihou.cc:555/dyy.php?id=1354143966
李连杰电影,http://rihou.cc:555/dhy.php?id=11342390
李连杰电影,http://cdn.jdshipin.com:8880/huya.php?id=11342390
李连杰电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342390
成龙电影,http://rihou.cc:555/dhy.php?id=11342386
成龙电影,http://cdn.jdshipin.com:8880/huya.php?id=11342386
成龙电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342386
周星驰电影,http://rihou.cc:555/dhy.php?id=11342412
周星驰电影,http://cdn.jdshipin.com:8880/huya.php?id=11342412
周星驰电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342412
林正英电影,http://mtw.so/5FCWRo
林正英电影,http://rihou.cc:555/dhy.php?id=11342421
林正英电影,http://cdn.jdshipin.com:8880/huya.php?id=11342421
林正英电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342421
甄子丹电影,http://rihou.cc:555/dhy.php?id=11352935
甄子丹电影,http://cdn.jdshipin.com:8880/huya.php?id=11352935
甄子丹电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11352935
黄渤电影,http://rihou.cc:555/dhy.php?id=11352876
黄渤电影,http://cdn.jdshipin.com:8880/huya.php?id=11352876
黄渤电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11352876
吴京电影,http://rihou.cc:555/dhy.php?id=11602041
吴京电影,http://cdn.jdshipin.com:8880/huya.php?id=11602041
吴京电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11602041
周润发电影,http://rihou.cc:555/dhy.php?id=11342399
周润发电影,http://cdn.jdshipin.com:8880/huya.php?id=11342399
周润发电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342399
刘德华电影,http://rihou.cc:555/dhy.php?id=11342424
刘德华电影,http://cdn.jdshipin.com:8880/huya.php?id=11342424
刘德华电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342424
沈腾电影,http://rihou.cc:555/dhy.php?id=11601968
沈腾电影,http://cdn.jdshipin.com:8880/huya.php?id=11601968
沈腾电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11601968
徐克电影,http://rihou.cc:555/dhy.php?id=11352909
徐克电影,http://cdn.jdshipin.com:8880/huya.php?id=11352909
徐克电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11352909
包青天,http://jiaojirentv.top/2020/yy.php?id=38498680
包青天,http://live.nctv.top/6688/yy.php?id=38498680
包青天,http://rihou.cc:555/dyy.php?id=38498680
死神来了,http://cdn.jdshipin.com:8880/huya.php?id=11352903
死神来了,http://rihou.cc:555/dhy.php?id=11352903
死神来了,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11352903
欢乐剧场,http://jiaojirentv.top/2020/dy.php?id=74374
欢乐剧场,http://zzy789.xyz/douyu1.php?id=74374
欢乐剧场,http://120.77.28.4:8648/douyu.php?id=74374
宇宙科幻,http://rihou.cc:555/dhy.php?id=11342428
宇宙科幻,http://cdn.jdshipin.com:8880/huya.php?id=11342428
宇宙科幻,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342428
邵氏影院,http://jiaojirentv.top/2020/dy.php?id=4246519
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
邵氏影院,http://120.77.28.4:8648/douyu.php?id=4246519
1905剧场,http://xxw.me0.cn/1905dy.php?id=1905a
1905剧场,http://xxw.me0.cn/1905dy.php?id=1905b
怡宝影院,http://live.nctv.top/6688/yy.php?id=1354936128
怡宝影院,http://rihou.cc:555/dyy.php?id=1354936128
怡宝影院,http://jiaojirentv.top/2020/yy.php?id=1354936128
新片放映厅,http://live.nctv.top/6688/yy.php?id=1382749900
新片放映厅,http://rihou.cc:555/dyy.php?id=1382749900
新片放映厅,http://jiaojirentv.top/2020/yy.php?id=1382749900
国产影院,http://ygbh.live/1905.php?id=1905a
高清大片,http://rihou.cc:555/dyy.php?id=1382736803
高清大片,http://jiaojirentv.top/2020/yy.php?id=1382736803
高清大片,http://live.nctv.top/6688/yy.php?id=1382736803
战场战争片,http://live.nctv.top/6688/yy.php?id=1354930204
战场战争片,http://rihou.cc:555/dyy.php?id=1354930204
战场战争片,http://jiaojirentv.top/2020/yy.php?id=1354930204
经典僵尸片,http://rihou.cc:555/dyy.php?id=1354143966
经典僵尸片,http://live.nctv.top/6688/yy.php?id=1354143966
经典僵尸片,http://jiaojirentv.top/2020/yy.php?id=1354143966
经典港片,http://rihou.cc:555/dhy.php?id=11602043
经典港片,http://cdn.jdshipin.com:8880/huya.php?id=11602043
经典港片,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11602043
恐怖惊悚,http://jiaojirentv.top/2020/dy.php?id=96577
恐怖惊悚,http://zzy789.xyz/douyu1.php?id=96577
恐怖惊悚,http://120.77.28.4:8648/douyu.php?id=96577
恐怖鬼怪,http://jiaojirentv.top/2020/dy.php?id=1165374
恐怖鬼怪,http://zzy789.xyz/douyu1.php?id=1165374
恐怖鬼怪,http://120.77.28.4:8648/douyu.php?id=1165374
僵尸恐怖,http://mtw.so/5FCWRo
僵尸恐怖,http://rihou.cc:555/dhy.php?id=11342421
僵尸恐怖,http://cdn.jdshipin.com:8880/huya.php?id=11342421
僵尸恐怖,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11342421
灾难片,http://jiaojirentv.top/2020/dy.php?id=9651304
灾难片,http://zzy789.xyz/douyu1.php?id=9651304
灾难片,http://120.77.28.4:8648/douyu.php?id=9651304
功夫影院,http://zzy789.xyz/douyu1.php?id=508118
功夫影院,http://jiaojirentv.top/2020/dy.php?id=508118
功夫影院,http://120.77.28.4:8648/douyu.php?id=508118
经典宫庭频道,http://rihou.cc:555/dyy.php?id=1354932429
经典宫庭频道,http://live.nctv.top/6688/yy.php?id=1354932429
经典宫庭频道,http://jiaojirentv.top/2020/yy.php?id=1354932429
好莱坞大片,http://zby.xjqxz.top/hlwdy1/live.m3u8
好莱坞大片,http://cdn.jdshipin.com:8880/huya.php?id=11601977
好莱坞大片,http://rihou.cc:555/dhy.php?id=11601977
好莱坞大片,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=11601977
经典谍战片,http://rihou.cc:555/dhy.php?id=21059585
经典谍战片,http://cdn.jdshipin.com:8880/huya.php?id=21059585
经典谍战片,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=21059585
抗日战争,http://rihou.cc:555/dyy.php?id=1354931585
抗日战争,http://live.nctv.top/6688/yy.php?id=1354931585
抗日战争,http://jiaojirentv.top/2020/yy.php?id=1354931585
怪兽电影,http://rihou.cc:555/dhy.php?id=21059554
怪兽电影,http://cdn.jdshipin.com:8880/huya.php?id=21059554
怪兽电影,http://d1.x-y-z.sbs/小凯影视交流/hy.php?id=21059554
赵本山小品,http://live.nctv.top/6688/yy.php?id=1382683959
赵本山小品,http://rihou.cc:555/dyy.php?id=1382683959
赵本山小品,http://jiaojirentv.top/2020/yy.php?id=1382683959
开心麻花小品,http://zzy789.xyz/douyu1.php?id=10153463
开心麻花小品,http://jiaojirentv.top/2020/dy.php?id=10153463
