广东移动,#genre#
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间,https://cdn6.163189.xyz/live/8tv/stream.m3u8
CH5,https://cdn6.163189.xyz/live/ch5/stream.m3u8
CH8,https://cdn6.163189.xyz/live/ch8/stream.m3u8
CHU,https://cdn6.163189.xyz/live/chu/stream.m3u8
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
无线新闻台, http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河, http://php.jdshipin.com/smt.php?id=Xinhe
千禧经典台, http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
天映频道, http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
华丽翡翠台,http://v2hcdn.jdshipin.com/jade2/jade.stream/chunklist_w1008.m3u8
亚洲武侠,http://v2hcdn.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w1001.m3u8
TVB生活台,http://v2hcdn.jdshipin.com/finance2/finance2.stream/chunklist_w1002.m3u8
TVB娱乐新闻台,http://v2hcdn.jdshipin.com/enew/enew.stream/chunklist_w1003.m3u8
无线新闻台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
TVB星河,http://v2hcdn.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w1006.m3u8

代理,#genre#
广东珠江,https://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,https://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
Plus综合,https://cdn.163189.xyz/live/tvbp/stream.m3u8
TVBJ1美,http://cdn5.1678520.xyz/live/?id=j1
pₒₚc电影,http://go1.bkpcp.top/tl/popc
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://43.129.81.169/qctv.fengshows.cn/live/0701pcc72.flv
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://43.129.81.169/qctv.fengshows.cn/live/0701pin72.flv
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,https://cdn6.163189.xyz/live/fhhk/stream.m3u8
凤凰香港,http://43.129.81.169/qctv.fengshows.cn/live/0701phk72.flv
中天新闻,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=ctinews
有线新闻,https://haoyunlai.serv00.net/Smartv-1.php?id=hoycaijing_twn
有线综合,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
有线综合,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
无线新闻,http://go1.bkpcp.top/tl/null-11 
无线翡翠,http://cdn.163189.xyz/live/fct4k/stream.m3u8
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
无线翡翠,https://cdn3.163189.xyz/live/live2.1.php?id.m3u8
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
无线翡翠,http://php.jdshipin.com/smt.php?id=jade_twn
无线翡翠,http://php.jdshipin.com/TVOD/iptv.php?id=fct
无线华丽,http://php.jdshipin.com/smt.php?id=Tvbjade
无线千禧,http://php.jdshipin.com/smt.php?id=Tvbclassic
天映,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
无线明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
无线明珠,http://go1.bkpcp.top/tl/null-12
无线明珠,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
无线星河,http://php.jdshipin.com/smt.php?id=Xinhe
无线星河,http://go1.bkpcp.top/tl/null-7
无线娱乐,http://php.jdshipin.com/smt.php?id=Tvbentertainment 
无线娱乐,http://go1.bkpcp.top/tl/null-14
无线综合,http://go1.bkpcp.top/tl/null-3
无线戏曲,http://go1.bkpcp.top/tl/null-15
无线粤片,http://go1.bkpcp.top/tl/null-10
无线华剧,http://go1.bkpcp.top/tl/null-4
无线亚剧,http://go1.bkpcp.top/tl/null-13 
黄金翡翠,http://go1.bkpcp.top/tl/null-2 
黄金华剧,http://go1.bkpcp.top/tl/null-9
天映经典,http://go1.bkpcp.top/tl/null-1
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya  
美亚电影,http://go1.bkpcp.top/tl/null-5
中国电影,http://go1.bkpcp.top/tl/null-6
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-33,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间,https://cdn6.163189.xyz/live/8tv/stream.m3u8
八度空间,http://php.jdshipin.com/smt.php?id=TV8
Channel U,https://cdn6.163189.xyz/live/chu/stream.m3u8
Channel 5,https://cdn6.163189.xyz/live/ch5/stream.m3u8
Channel 8,https://cdn6.163189.xyz/live/ch8/stream.m3u8
astro-QJ-,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec,http://php.jdshipin.com/smt.php?id=AEC
astroAod,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi


高校网,#genre# 
CCTV1,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_274?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOErwmuP1CqaTRNVru%2FCoOn1TZrhN%2F%2FDFQUJLi6EEjt3rnVNgJKvCNJnTG6S2YgRQGoyEstXiLkQVX8gyfPS7dz2%2FlzGBQXdmsb6uRvrC32irMuJt5HVXf59caJmGsVuez34gfKkBrWkDXRUykCm6P8q%2FhsuSKtsz31hP8gq3Y%2FbQU0uJeyJh6gR%2BAJjsntgTN&clientIp=%3A%3Affff%3A31.6.56.132
CCTV10,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_284?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCO%2FgbMA6p1eHmFlkpTV9Ve8OkdpJENV2MHjZ3ZaM6%2BRCZ7%2FJDUQ%2BIshqJ2By93YUP9DT3Ao3BtRPkhUDK%2BD4U70qx49marW0v6ESWN5%2BzaIL72ykYEPZp2%2FsCnSUSCI9preiqWCbbMUwAPbId1XOCrXM9tdFVC5NGLhaChJNa4dEg6enfHp02tVATFE87jviIn&clientIp=%3A%3Affff%3A31.6.56.132
CCTV11,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_285?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOMlOKpLXr3OzsliYDRAVK%2FeKzFHZY2YGxDtbNaokOYkK7pDwG2HMF6UoOB7jug53Wx%2FeqLAXa0wIsb%2BZs0zN%2F931ZnRv6pcVfBu6dUBYZ%2BfGnK0cvgGkShXc1WiHY58sG34iOTt98OKorO79G2rS3OZXVF052k8VFddgTItIPsDGFEv%2BLlkgfIhNeS7eVek%2F2&clientIp=%3A%3Affff%3A31.6.56.132
CCTV12,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_286?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOLVuLDZuFuP8ePoBmtsZ5snrAMnoIstj9s4z3a4Rjcqv3ZcxnL6DXaq2aYbPQDA6b993UWVrBAvIqjvZWQvUM2VXyHo%2FIY0C36fr1tfl%2BDNYZtEKe8d%2BMX9%2F8gLKzTdWgceu4BsuqJBJjvAnOM%2BU%2Fpw3b7pLeYFruxFHskoWKC8x4tiEAsETEZ9FyMj7R9TfX&clientIp=%3A%3Affff%3A31.6.56.132
CCTV13,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_287?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOa0bQvIOPbxyMx39v7B9nIeBRWSX%2B0C3owACYFq%2Ba8gJDTD1DX0cFL2BNBBHxAhDMp9vM4O3z4wSRRAVfii2yIaQA%2F3qSdzQhQJQ4MJ%2F%2F7pIU5feBrCvTv%2F6ilzNHYfOKoPaNYHTKV%2FHdiGvvTZhsik5lXtbHj17Nw6XfY2KO3wOMtB917fjFxcQQpzDP2MIj&clientIp=%3A%3Affff%3A31.6.56.132
CCTV14,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_288?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOAIzEn7gCqFQzjk%2BzbBn%2FUzotsnSpUoEFMel9anJ0TXRS8y5Ekkb07J0%2BhFIJPGFgPs7bCX77Fdn62bYmX2izVPqne%2BDfVXxtmwsyv4C%2FJ68i4G6DDRb5fUqO93DZx0oEewMX2B2IT%2BSaKe0Y%2FP2LkyB5foSKeGb1iwouQme9uu36hvesQ%2BRhlHR4sltaPUSw&clientIp=%3A%3Affff%3A31.6.56.132
CCTV15,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_289?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCO6Yh7TuSawUednAyvoxgNiFIl3fie5tHvbrMn47wrMB%2BGDsSUjhdjQNC3F3WEKRHP5Cm%2FdzvlKtJu%2BcKE9UMq%2BissKCrxZHysLon2aiAwHv3VS7%2FG8GXh%2BwvsuRpbXPVKPVUTmS0uHB%2BSktWTlDUQcf8sHIOuWl94KcVbHJG%2Bxv9xTtM6nRTw3nqYoZ6B9Zms&clientIp=%3A%3Affff%3A31.6.56.132
CCTV16,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_290?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOK0dLI8SPcE0V3j7zkrsEaXIaSi1GfsmpcRAJZzY14pGOgpdoK%2Bi5iMD%2BWUAKlEm%2FQFOdUMkcjYMHOIP1R9lLwnd3kAGo3pSNTYxt6GCYneO3PJY2VSWjEi2FHw8kIA%2BHL1MDYep2Hpi7CZE%2FpyuHRWP%2F6NaJC6uPwxwDwNcnWxlX8ORfT0ikuDDx6HYaBeVs&clientIp=%3A%3Affff%3A31.6.56.132
CCTV17,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_291?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCO04C5m1onIl5dEah0Js4Uk8uu6FqfUmYGfQUykTy0DAFcxePeThP8ECaVsiveNE9E3aLlIsltedEI8yYNslerFe%2Bnh54l5GcCXmdpXVv8r8kAhbRySSy%2FBIkD2nVU7fJZyrU3ijfx1NwcQ4ubIwVyj6w4LRH9igDUqSEY0LRQOohOaM9rInhCLpVa6ANWO6bX&clientIp=%3A%3Affff%3A31.6.56.132
CCTV2,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_275?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOex6eVDWSJP8FUS8RsDyiyp1b%2BU6e%2BkifYPI4%2BkRdkm22U14fmBfxJE9Gb39Qy8ajiXHkagFZblODBt2q2zpIQjlGFPNlHKxfQF4GzjzheaVYZ2%2FNEU57HI%2BaF1xGeiQv7SX88Z2DQgq4NnpMO7OfgBatITEInr9jumRcbP%2BhONUQB2iuDfxitDuv2ppUpeAc&clientIp=%3A%3Affff%3A31.6.56.132
CCTV3,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_276?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOGmkZGAYGQZVkHVizbpmGiHlB5XXeMMzRMk%2B9EcmQMV4CGSsqddeqPeL%2BXAuSM4SxHoeIjSI%2FNjbEe40gYuOeeNgqSf6CkyO2KW0o2ZJwZJ1Ew5VXB%2FbDVkMv3JGv03BK1UhdmYD0erVwGi6%2BvSYvHg8i3RSOZp9mY7nCeXcRlS3NTtko8Zph5z9npYHSjtfr&clientIp=%3A%3Affff%3A31.6.56.132
CCTV4,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_277?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOr%2BBMJbeB5QCsl%2FwmxQMuQH%2BqHmqcMVToYO%2BJahi1TX4KiS4T9fQwyTyQBGsixVo7exSuRup%2B0dXkKVr263bJqDe8HbCIrtzFdIGKseReSXj9BvSX%2FDUXgwOwS3Pbbc5vNnXIl1MO7Aot%2FE71pL6jxl2Sjlo6hBkIHLMGUMj5GjCmkvy4j8QFaVmGTF920knL&clientIp=%3A%3Affff%3A31.6.56.132
CCTV4K,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_292?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOjZ1pW9agYrHKLtXWnfltMZj%2BQblyEwBfugwz8A78%2Bk2GotwuxmDdJH3isKVkPnxg4yvfJURlkqUhXk3T76i6hA6DdMC%2FRDUt3r3jBHDyKJIMzCVd%2FikBKIEA4tvjesjaPjav2k1rpOhA0okFHRH4O36MgMpeF9bFkH01geG6fEsJ5K1dR9Y7C7zCfVKbPpSj&clientIp=%3A%3Affff%3A31.6.56.132
CCTV5,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_278?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOtG67SoTvkRrPzM6tFILGTtODEKm%2FKtcgs67FiWvvUL9sgmUwsfl%2FPLVDb7HSyoaQGp70O1K2K%2BKejMRSa5UTqPgr6tZw%2FMx3%2BTk3cfG8t6cqHORHFPzr1age6PB029pge41FXuV4l57z8f1bhWvWZcPx40dPOpCzlIxIm%2FmZ78DjbPGcCAP3iw3xFe4ANe8Q&clientIp=%3A%3Affff%3A31.6.56.132
CCTV5+,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_279?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOc0L6FFkOtyMea0%2B1lU2BJSRVztou2FkzMHez7E%2BDdGQDFaDlq9AYMKmO0E1MXEgYBWfi6Oxc5uwJSuW6xAwGmrtSfhRhZkDNVDZoKjg1O1yVM3Fr7fGW7gJBbIlcUYEXrbgVEvIUXIOEEKjKFOReu9T%2F%2FHWf4P0XaCRycBp1Zcaid8q%2FMiFAo4fmA4kHzmlb&clientIp=%3A%3Affff%3A31.6.56.132
CCTV6,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_280?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOVRgbqCyY2jpQGsNW80KuhsJiaZRfNVbOq2%2F3Nn7DLWO%2FrDW1qB3b5T%2BuK0hXs4CFNBn7vcw6rF4s82SmpUGI0HB%2B3wX8oa%2FKLWsNH91hVrrHlDCbLF8KM2858U%2BMnUaS2daYaB6fESc0drxzwuqeCfZw6kIOFBFyCP1bd%2BXuaX9vwFJ7HVB9C09%2BGDxciXOj&clientIp=%3A%3Affff%3A31.6.56.132
CCTV7,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_281?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOXjIZIdn8lCUqFpAXKJci4WN1EQo09oAftP4vxXbL3XFMcBY6SiJzGQZQSQhvrP8NxG2SCfvOtjWxZmfsfwpM3Z50FyxspoUK5Fiypt4kXLU5d%2BDPGU%2F9h8VVDMOb2oKPZWoM2CMWNENanyN37dg%2Beg9EZdCnDgXXhNPkkCr%2BwirO0U%2F7dGb6GvBE8%2BMWF2xx&clientIp=%3A%3Affff%3A31.6.56.132
CCTV8,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_282?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOoW4gugXqsBDiqSS6U%2B7fjjRJluTizUkoymChWqJYTIcYh9Nz6ldfVKsvRVgE6dpwykV%2BnO4UbjNRv6j1PoJNwkXN2uCcid50GmNW9mABrFjKwVTajEVq2luKpW7OD5BiW2meFj01S%2BqonRAhlkS7KNGzs2Q0Md%2F6tq8NLMmrLtdLz7MHLgDmvyzCK%2FV93j80&clientIp=%3A%3Affff%3A31.6.56.132
CCTV8K,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_293?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOpN4a%2FvdqKXTsPJizXjBYcoDeeQhkB2SEYp%2BuruAcSggVawi%2F2RAXoaDP0lddanq1%2FfURk4hpnqu1myXevCwagTiHNCzMFi4D9nKdEdpq%2FceWqFHSQ1K1FZkS%2BuLvVsgWt%2F6BPt1xwb0d9ADTB%2B4eltfslzDTSK3jwrhi3IFqTXj4R8buNhxWRyvFEK2wQVrl&clientIp=%3A%3Affff%3A31.6.56.132
CCTV9,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_283?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOZaficn7Ra35%2F8tsStBjOC6uLITzNBCz0v9OSF%2FFqA0mR5krvyzT%2FPN5icw5rK3H3tcXHvLvq%2B1TRlklhuSJV2degN486ya1hH4nG%2F3h3%2FqgCV6Uff9HIOmPJzjdByaq0zptHgndJlFtY8wKQ9nQqibmVpoLsXCiRSco85S77m1%2FV2Ymf%2FxykzUNLLSKStdcs&clientIp=%3A%3Affff%3A31.6.56.132
CGTN,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_339?token=vpIiTLTwb8HrCKL5x6lgvw%3D%3D&key=VeBTu9fnZrWQQS0cTChkuIFBTTdDEW6OsFU4xmj6eUthUa1561mZ2R08lQpPBEepCHumU0fKml6WQHnF%2FwJEM%2FzbptJhefCHwWgqRDmlHndwhFZ79N8aLUFLhI0TeqH11QUijmOUusOsLYLuYVHWWzfF4ysN8IDi%2FZrIMegKZhOo%2FTs4RJdKkqZtD6f7VdCOZzwQnlc7IWARSITaQfPGLZAn10jb2WAdh3Red%2B%2F9hfSLIntAUWKetLMK9owEMWKPV6AZcjoY6woib43pxfddPjPpsBsYJQ337o2ThX8ZtA1l1CNlk3QcJ9S1%2FgnNTwvxT7%2BAkk8m2A6kkp0dmhUqSbyR5%2FzlODwjsbGdhpe%2FUDRrYWovrLJ0pbz8vnHzHEcY&clientIp=%3A%3Affff%3A31.6.56.132
