央卫咪咕,#genre#
东南卫视,http://114.243.104.64:8821/rtp/239.3.1.156:8148#http://114.243.103.247:8821/rtp/239.3.1.156:8148#http://114.243.96.212:8821/rtp/239.3.1.156:8148#http://114.243.97.51:8821/rtp/239.3.1.156:8148#http://114.243.102.80:8821/rtp/239.3.1.156:8148#http://114.243.109.134:8821/rtp/239.3.1.156:8148#http://114.243.97.136:8888/rtp/239.3.1.156:8148#http://114.243.102.28:8821/rtp/239.3.1.156:8148#http://221.219.65.6:4000/rtp/239.3.1.156:8148#http://111.196.131.46:20000/rtp/239.3.1.156:8148#http://114.243.105.66:8821/rtp/239.3.1.156:8148#http://114.243.111.3:8821/rtp/239.3.1.156:8148#http://114.243.109.109:8821/rtp/239.3.1.156:8148#http://111.196.191.248:5555/rtp/239.3.1.156:8148#http://123.112.19.67:8012/rtp/239.3.1.156:8148#http://115.171.216.91:4000/udp/225.1.8.79:8148#http://1.203.77.72:7788/udp/225.1.8.79:8148#http://114.243.110.170:8888/rtp/239.3.1.156:8148#http://123.113.249.203:8888/rtp/239.3.1.156:8148#http://114.243.98.37:8888/rtp/239.3.1.156:8148#http://111.192.0.32:4022/rtp/239.3.1.156:8148#http://114.243.156.93:8888/rtp/239.3.1.156:8148#http://115.171.216.91:4000/udp/225.1.8.149:8112#http://1.203.77.72:7788/udp/225.1.8.149:8112#http://114.243.103.247:8821/rtp/239.3.1.156:8148#http://114.243.96.212:8821/rtp/239.3.1.156:8148#http://114.243.97.51:8821/rtp/239.3.1.156:8148#http://114.243.102.80:8821/rtp/239.3.1.156:8148#http://114.243.109.134:8821/rtp/239.3.1.156:8148#http://114.243.97.136:8888/rtp/239.3.1.156:8148#http://114.243.102.28:8821/rtp/239.3.1.156:8148#http://114.254.80.240:2222/rtp/239.3.1.156:8148#http://221.219.65.6:4000/rtp/239.3.1.156:8148#http://123.113.187.204:8000/rtp/239.3.1.156:8148#http://111.196.131.46:20000/rtp/239.3.1.156:8148#http://114.243.105.66:8821/rtp/239.3.1.156:8148#http://114.243.111.3:8821/rtp/239.3.1.156:8148#http://114.243.109.109:8821/rtp/239.3.1.156:8148#http://111.196.191.248:5555/rtp/239.3.1.156:8148#http://123.112.19.67:8012/rtp/239.3.1.156:8148#http://115.171.216.91:4000/udp/225.1.8.79:8148#http://1.203.77.72:7788/udp/225.1.8.79:8148#http://114.243.110.170:8888/rtp/239.3.1.156:8148#http://123.113.249.203:8888/rtp/239.3.1.156:8148#http://114.243.98.37:8888/rtp/239.3.1.156:8148#http://111.192.0.32:4022/rtp/239.3.1.156:8148#http://114.243.156.93:8888/rtp/239.3.1.156:8148#http://115.171.216.91:4000/udp/225.1.8.149:8112#http://1.203.77.72:7788/udp/225.1.8.149:8112
东方卫视,http://114.243.96.212:8821/rtp/239.3.1.136:8032#http://114.243.97.51:8821/rtp/239.3.1.136:8032#http://114.243.104.64:8821/rtp/239.3.1.136:8032#http://114.243.105.66:8821/rtp/239.3.1.136:8032#http://114.243.111.3:8821/rtp/239.3.1.136:8032#http://114.243.109.134:8821/rtp/239.3.1.136:8032#http://114.243.109.253:8821/rtp/239.3.1.136:8032#http://114.243.102.28:8821/rtp/239.3.1.136:8032#http://114.243.103.247:8821/rtp/239.3.1.136:8032#http://114.243.102.80:8821/rtp/239.3.1.136:8032#http://114.243.109.109:8821/rtp/239.3.1.136:8032#http://114.243.104.14:8821/rtp/239.3.1.136:8032#http://123.113.14.115:8012/rtp/239.3.1.136:8032#http://111.196.131.46:20000/rtp/239.3.1.136:8032#http://1.203.77.72:7788/udp/225.1.8.45:8032#http://111.196.191.248:5555/rtp/239.3.1.136:8032#http://114.254.80.240:2222/rtp/239.3.1.136:8032#http://221.219.65.6:4000/rtp/239.3.1.136:8032#http://123.113.187.204:8000/rtp/239.3.1.136:8032#http://115.171.216.91:4000/udp/225.1.8.45:8032#http://123.112.19.67:8012/rtp/239.3.1.136:8032#http://111.192.0.32:4022/rtp/239.3.1.136:8032#http://123.113.249.203:8888/rtp/239.3.1.136:8032#http://114.243.98.37:8888/rtp/239.3.1.136:8032#http://114.243.97.136:8888/rtp/239.3.1.136:8032#http://114.243.110.170:8888/rtp/239.3.1.136:8032#http://115.171.216.91:4000/udp/225.1.8.147:8192#http://1.203.77.72:7788/udp/225.1.8.147:8192#http://114.243.97.51:8821/rtp/239.3.1.136:8032#http://114.243.104.64:8821/rtp/239.3.1.136:8032#http://114.243.105.66:8821/rtp/239.3.1.136:8032#http://114.243.111.3:8821/rtp/239.3.1.136:8032#http://114.243.109.134:8821/rtp/239.3.1.136:8032#http://114.243.109.253:8821/rtp/239.3.1.136:8032#http://114.243.102.28:8821/rtp/239.3.1.136:8032#http://114.243.103.247:8821/rtp/239.3.1.136:8032#http://114.243.102.80:8821/rtp/239.3.1.136:8032#http://114.243.109.109:8821/rtp/239.3.1.136:8032#http://114.243.104.14:8821/rtp/239.3.1.136:8032#http://123.113.14.115:8012/rtp/239.3.1.136:8032#http://111.196.131.46:20000/rtp/239.3.1.136:8032#http://1.203.77.72:7788/udp/225.1.8.45:8032#http://111.196.191.248:5555/rtp/239.3.1.136:8032#http://114.254.80.240:2222/rtp/239.3.1.136:8032#http://221.219.65.6:4000/rtp/239.3.1.136:8032#http://123.113.187.204:8000/rtp/239.3.1.136:8032#http://115.171.216.91:4000/udp/225.1.8.45:8032#http://123.112.19.67:8012/rtp/239.3.1.136:8032#http://111.192.0.32:4022/rtp/239.3.1.136:8032#http://123.113.249.203:8888/rtp/239.3.1.136:8032#http://114.243.98.37:8888/rtp/239.3.1.136:8032#http://114.243.97.136:8888/rtp/239.3.1.136:8032#http://114.243.110.170:8888/rtp/239.3.1.136:8032#http://115.171.216.91:4000/udp/225.1.8.147:8192#http://1.203.77.72:7788/udp/225.1.8.147:8192
云南卫视,http://123.113.249.203:8888/rtp/239.3.1.26:8108#http://111.196.191.248:5555/rtp/239.3.1.26:8108#http://114.254.80.240:2222/rtp/239.3.1.26:8108#http://221.219.65.6:4000/rtp/239.3.1.26:8108#http://114.243.103.247:8821/rtp/239.3.1.26:8108#http://111.196.131.46:20000/rtp/239.3.1.26:8108#http://114.243.96.212:8821/rtp/239.3.1.26:8108#http://114.243.97.51:8821/rtp/239.3.1.26:8108#http://114.243.109.253:8821/rtp/239.3.1.26:8108#http://114.243.98.37:8888/rtp/239.3.1.26:8108#http://114.243.104.64:8821/rtp/239.3.1.26:8108#http://114.243.105.66:8821/rtp/239.3.1.26:8108#http://114.243.111.3:8821/rtp/239.3.1.26:8108#http://114.243.109.134:8821/rtp/239.3.1.26:8108#http://114.243.97.136:8888/rtp/239.3.1.26:8108#http://114.243.109.109:8821/rtp/239.3.1.26:8108#http://123.112.19.67:8012/rtp/239.3.1.26:8108#http://1.203.77.72:7788/udp/225.1.8.139:8108#http://114.243.102.28:8821/rtp/239.3.1.26:8108#http://111.192.0.32:4022/rtp/239.3.1.26:8108#http://115.171.216.91:4000/udp/225.1.8.139:8108#http://111.196.191.248:5555/rtp/239.3.1.26:8108#http://221.219.65.6:4000/rtp/239.3.1.26:8108#http://114.243.103.247:8821/rtp/239.3.1.26:8108#http://111.196.131.46:20000/rtp/239.3.1.26:8108#http://114.243.96.212:8821/rtp/239.3.1.26:8108#http://114.243.97.51:8821/rtp/239.3.1.26:8108#http://114.243.109.253:8821/rtp/239.3.1.26:8108#http://114.243.98.37:8888/rtp/239.3.1.26:8108#http://114.243.104.64:8821/rtp/239.3.1.26:8108#http://114.243.105.66:8821/rtp/239.3.1.26:8108#http://114.243.111.3:8821/rtp/239.3.1.26:8108#http://114.243.109.134:8821/rtp/239.3.1.26:8108#http://114.243.97.136:8888/rtp/239.3.1.26:8108#http://114.243.109.109:8821/rtp/239.3.1.26:8108#http://123.112.19.67:8012/rtp/239.3.1.26:8108#http://1.203.77.72:7788/udp/225.1.8.139:8108#http://114.243.102.28:8821/rtp/239.3.1.26:8108#http://111.192.0.32:4022/rtp/239.3.1.26:8108#http://115.171.216.91:4000/udp/225.1.8.139:8108
兵团卫视,http://123.113.249.203:8888/rtp/239.3.1.144:4120#http://111.196.191.248:5555/rtp/239.3.1.144:4120#http://221.219.65.6:4000/rtp/239.3.1.144:4120#http://114.243.103.247:8821/rtp/239.3.1.144:4120#http://114.243.96.212:8821/rtp/239.3.1.144:4120#http://114.243.97.51:8821/rtp/239.3.1.144:4120#http://114.243.109.253:8821/rtp/239.3.1.144:4120#http://114.243.104.64:8821/rtp/239.3.1.144:4120#http://114.243.105.66:8821/rtp/239.3.1.144:4120#http://114.243.111.3:8821/rtp/239.3.1.144:4120#http://114.243.109.134:8821/rtp/239.3.1.144:4120#http://114.243.110.170:8888/rtp/239.3.1.144:4120#http://114.243.97.136:8888/rtp/239.3.1.144:4120#http://114.243.109.109:8821/rtp/239.3.1.144:4120#http://1.203.77.72:7788/udp/225.1.8.167:4120#http://114.243.102.28:8821/rtp/239.3.1.144:4120#http://115.171.216.91:4000/udp/225.1.8.167:4120#http://114.243.98.37:8888/rtp/239.3.1.144:4120#http://123.112.19.67:8012/rtp/239.3.1.144:4120#http://111.192.0.32:4022/rtp/239.3.1.144:4120#http://123.113.249.203:8888/rtp/239.3.1.144:4120#http://111.196.191.248:5555/rtp/239.3.1.144:4120#http://221.219.65.6:4000/rtp/239.3.1.144:4120#http://114.243.110.170:8888/rtp/239.3.1.144:4120#http://114.243.97.136:8888/rtp/239.3.1.144:4120#http://1.203.77.72:7788/udp/225.1.8.167:4120#http://114.254.94.146:2222/rtp/239.3.1.144:4120#http://115.171.216.91:4000/udp/225.1.8.167:4120#http://114.243.98.37:8888/rtp/239.3.1.144:4120#http://123.112.19.67:8012/rtp/239.3.1.144:4120#http://111.192.0.32:4022/rtp/239.3.1.144:4120
内蒙卫视,http://123.113.249.203:8888/rtp/239.3.1.43:8176#http://111.196.191.248:5555/rtp/239.3.1.43:8176#http://221.219.65.6:4000/rtp/239.3.1.43:8176#http://115.171.216.91:4000/udp/225.1.8.156:8176#http://111.196.131.46:20000/rtp/239.3.1.43:8176#http://114.243.96.212:8821/rtp/239.3.1.43:8176#http://114.243.109.253:8821/rtp/239.3.1.43:8176#http://114.243.98.37:8888/rtp/239.3.1.43:8176#http://114.243.104.64:8821/rtp/239.3.1.43:8176#http://114.243.105.66:8821/rtp/239.3.1.43:8176#http://114.243.104.14:8821/rtp/239.3.1.43:8176#http://114.243.102.80:8821/rtp/239.3.1.43:8176#http://114.243.109.134:8821/rtp/239.3.1.43:8176#http://114.243.110.170:8888/rtp/239.3.1.43:8176#http://114.243.97.136:8888/rtp/239.3.1.43:8176#http://114.243.109.109:8821/rtp/239.3.1.43:8176#http://123.112.19.67:8012/rtp/239.3.1.43:8176#http://1.203.77.72:7788/udp/225.1.8.156:8176#http://114.243.102.28:8821/rtp/239.3.1.43:8176#http://111.192.0.32:4022/rtp/239.3.1.43:8176#http://123.113.249.203:8888/rtp/239.3.1.43:8176#http://111.196.191.248:5555/rtp/239.3.1.43:8176#http://221.219.65.6:4000/rtp/239.3.1.43:8176#http://115.171.216.91:4000/udp/225.1.8.156:8176#http://111.196.131.46:20000/rtp/239.3.1.43:8176#http://114.243.96.212:8821/rtp/239.3.1.43:8176#http://114.243.109.253:8821/rtp/239.3.1.43:8176#http://114.243.98.37:8888/rtp/239.3.1.43:8176#http://114.243.104.64:8821/rtp/239.3.1.43:8176#http://114.243.105.66:8821/rtp/239.3.1.43:8176#http://114.243.104.14:8821/rtp/239.3.1.43:8176#http://114.243.102.80:8821/rtp/239.3.1.43:8176#http://114.243.109.134:8821/rtp/239.3.1.43:8176#http://114.243.110.170:8888/rtp/239.3.1.43:8176#http://114.243.97.136:8888/rtp/239.3.1.43:8176#http://114.243.109.109:8821/rtp/239.3.1.43:8176#http://123.112.19.67:8012/rtp/239.3.1.43:8176#http://1.203.77.72:7788/udp/225.1.8.156:8176#http://114.243.102.28:8821/rtp/239.3.1.43:8176#http://111.192.0.32:4022/rtp/239.3.1.43:8176
北京卫视,http://123.113.14.115:8012/rtp/239.3.1.241:8000#http://114.243.102.80:8821/rtp/239.3.1.241:8000#http://221.219.65.6:4000/rtp/239.3.1.241:8000#http://114.243.104.64:8821/rtp/239.3.1.241:8000#http://114.243.105.66:8821/rtp/239.3.1.241:8000#http://114.243.104.14:8821/rtp/239.3.1.241:8000#http://114.243.109.134:8821/rtp/239.3.1.241:8000#http://1.203.77.72:7788/udp/225.1.8.21:8002#http://114.243.109.109:8821/rtp/239.3.1.241:8000#http://123.112.19.67:8012/rtp/239.3.1.241:8000#http://111.192.0.32:4022/rtp/239.3.1.241:8000#http://115.171.216.91:4000/udp/225.1.8.21:8002#http://114.243.98.37:8888/rtp/239.3.1.241:8000#http://123.113.249.203:8888/rtp/239.3.1.241:8000#http://111.196.191.248:5555/rtp/239.3.1.241:8000#http://114.243.110.170:8888/rtp/239.3.1.241:8000#http://114.243.97.136:8888/rtp/239.3.1.241:8000#http://1.203.77.72:7788/udp/225.1.8.121:8002#http://115.171.216.91:4000/udp/225.1.8.121:8002#http://123.113.14.115:8012/rtp/239.3.1.241:8000#http://114.243.102.80:8821/rtp/239.3.1.241:8000#http://221.219.65.6:4000/rtp/239.3.1.241:8000#http://114.243.104.64:8821/rtp/239.3.1.241:8000#http://114.243.105.66:8821/rtp/239.3.1.241:8000#http://114.243.104.14:8821/rtp/239.3.1.241:8000#http://114.243.109.134:8821/rtp/239.3.1.241:8000#http://1.203.77.72:7788/udp/225.1.8.21:8002#http://111.196.131.46:20000/rtp/239.3.1.241:8000#http://114.243.109.109:8821/rtp/239.3.1.241:8000#http://123.112.19.67:8012/rtp/239.3.1.241:8000#http://111.192.0.32:4022/rtp/239.3.1.241:8000#http://115.171.216.91:4000/udp/225.1.8.21:8002#http://114.243.98.37:8888/rtp/239.3.1.241:8000#http://123.113.249.203:8888/rtp/239.3.1.241:8000#http://111.196.191.248:5555/rtp/239.3.1.241:8000#http://114.243.110.170:8888/rtp/239.3.1.241:8000#http://114.243.97.136:8888/rtp/239.3.1.241:8000#http://1.203.77.72:7788/udp/225.1.8.121:8002#http://115.171.216.91:4000/udp/225.1.8.121:8002
南方卫视,http://115.171.216.91:4000/udp/225.1.8.225:5008
厦门卫视,http://123.113.249.203:8888/rtp/239.3.1.143:4120#http://111.196.191.248:5555/rtp/239.3.1.143:4120#http://221.219.65.6:4000/rtp/239.3.1.143:4120#http://115.171.216.91:4000/udp/225.1.8.166:4120#http://114.243.103.247:8821/rtp/239.3.1.143:4120#http://114.243.96.212:8821/rtp/239.3.1.143:4120#http://114.243.97.51:8821/rtp/239.3.1.143:4120#http://114.243.104.64:8821/rtp/239.3.1.143:4120#http://114.243.105.66:8821/rtp/239.3.1.143:4120#http://114.243.111.3:8821/rtp/239.3.1.143:4120#http://114.243.109.134:8821/rtp/239.3.1.143:4120#http://114.243.110.170:8888/rtp/239.3.1.143:4120#http://114.243.97.136:8888/rtp/239.3.1.143:4120#http://114.243.109.109:8821/rtp/239.3.1.143:4120#http://123.112.19.67:8012/rtp/239.3.1.143:4120#http://1.203.77.72:7788/udp/225.1.8.166:4120#http://114.243.102.28:8821/rtp/239.3.1.143:4120#http://123.113.249.203:8888/rtp/239.3.1.143:4120#http://111.196.191.248:5555/rtp/239.3.1.143:4120#http://221.219.65.6:4000/rtp/239.3.1.143:4120#http://123.113.187.204:8000/rtp/239.3.1.143:4120#http://115.171.216.91:4000/udp/225.1.8.166:4120#http://114.243.103.247:8821/rtp/239.3.1.143:4120#http://114.243.96.212:8821/rtp/239.3.1.143:4120#http://114.243.97.51:8821/rtp/239.3.1.143:4120#http://114.243.104.64:8821/rtp/239.3.1.143:4120#http://114.243.105.66:8821/rtp/239.3.1.143:4120#http://114.243.111.3:8821/rtp/239.3.1.143:4120#http://114.243.109.134:8821/rtp/239.3.1.143:4120#http://114.243.110.170:8888/rtp/239.3.1.143:4120#http://114.243.97.136:8888/rtp/239.3.1.143:4120#http://114.243.109.109:8821/rtp/239.3.1.143:4120#http://123.112.19.67:8012/rtp/239.3.1.143:4120#http://1.203.77.72:7788/udp/225.1.8.166:4120#http://114.243.102.28:8821/rtp/239.3.1.143:4120#http://114.254.94.146:2222/rtp/239.3.1.143:4120
吉林卫视,http://111.196.131.46:20000/rtp/239.3.1.240:8172#http://221.219.65.6:4000/rtp/239.3.1.240:8172#http://114.243.103.247:8821/rtp/239.3.1.240:8172#http://114.243.96.212:8821/rtp/239.3.1.240:8172#http://114.243.102.80:8821/rtp/239.3.1.240:8172#http://114.243.109.134:8821/rtp/239.3.1.240:8172#http://114.243.109.109:8821/rtp/239.3.1.240:8172#http://123.113.187.204:8000/rtp/239.3.1.240:8172#http://114.243.98.37:8888/rtp/239.3.1.240:8172#http://114.243.102.28:8821/rtp/239.3.1.240:8172#http://123.112.19.67:8012/rtp/239.3.1.240:8172#http://111.192.0.32:4022/rtp/239.3.1.240:8172#http://111.196.191.248:5555/rtp/239.3.1.240:8172#http://114.243.111.3:8821/rtp/239.3.1.240:8172#http://114.243.97.136:8888/rtp/239.3.1.240:8172#http://114.243.104.64:8821/rtp/239.3.1.240:8172#http://114.243.110.170:8888/rtp/239.3.1.240:8172#http://115.171.216.91:4000/udp/225.1.8.153:8200#http://1.203.77.72:7788/udp/225.1.8.153:8200#http://111.196.131.46:20000/rtp/239.3.1.240:8172#http://221.219.65.6:4000/rtp/239.3.1.240:8172#http://114.243.103.247:8821/rtp/239.3.1.240:8172#http://114.243.96.212:8821/rtp/239.3.1.240:8172#http://114.243.102.80:8821/rtp/239.3.1.240:8172#http://114.243.109.134:8821/rtp/239.3.1.240:8172#http://114.243.109.109:8821/rtp/239.3.1.240:8172#http://114.243.98.37:8888/rtp/239.3.1.240:8172#http://114.243.102.28:8821/rtp/239.3.1.240:8172#http://123.112.19.67:8012/rtp/239.3.1.240:8172#http://111.192.0.32:4022/rtp/239.3.1.240:8172#http://111.196.191.248:5555/rtp/239.3.1.240:8172#http://114.243.111.3:8821/rtp/239.3.1.240:8172#http://114.243.97.136:8888/rtp/239.3.1.240:8172#http://114.243.104.64:8821/rtp/239.3.1.240:8172#http://123.113.249.203:8888/rtp/239.3.1.240:8172#http://114.243.110.170:8888/rtp/239.3.1.240:8172#http://114.254.93.135:2222/rtp/239.3.1.240:8172#http://115.171.216.91:4000/udp/225.1.8.153:8200#http://1.203.77.72:7788/udp/225.1.8.153:8200#http://114.254.94.146:2222/rtp/239.3.1.240:8172
四川卫视,http://114.243.109.253:8821/rtp/239.3.1.29:8288#http://114.243.104.64:8821/rtp/239.3.1.29:8288#http://111.196.191.248:5555/rtp/239.3.1.29:8288#http://221.219.65.6:4000/rtp/239.3.1.29:8288#http://123.113.187.204:8000/rtp/239.3.1.29:8288#http://115.171.216.91:4000/udp/225.1.8.142:8288#http://111.196.131.46:20000/rtp/239.3.1.29:8288#http://114.243.96.212:8821/rtp/239.3.1.29:8288#http://114.243.98.37:8888/rtp/239.3.1.29:8288#http://114.243.105.66:8821/rtp/239.3.1.29:8288#http://114.243.111.3:8821/rtp/239.3.1.29:8288#http://114.243.109.134:8821/rtp/239.3.1.29:8288#http://114.243.110.170:8888/rtp/239.3.1.29:8288#http://114.243.97.136:8888/rtp/239.3.1.29:8288#http://114.243.109.109:8821/rtp/239.3.1.29:8288#http://123.112.19.67:8012/rtp/239.3.1.29:8288#http://1.203.77.72:7788/udp/225.1.8.142:8288#http://114.243.102.28:8821/rtp/239.3.1.29:8288#http://111.192.0.32:4022/rtp/239.3.1.29:8288#http://114.254.94.146:2222/rtp/239.3.1.29:8288#http://114.254.93.135:2222/rtp/239.3.1.29:8288#http://114.243.109.253:8821/rtp/239.3.1.29:8288#http://114.243.104.64:8821/rtp/239.3.1.29:8288#http://111.196.191.248:5555/rtp/239.3.1.29:8288#http://221.219.65.6:4000/rtp/239.3.1.29:8288#http://123.113.187.204:8000/rtp/239.3.1.29:8288#http://115.171.216.91:4000/udp/225.1.8.142:8288#http://111.196.131.46:20000/rtp/239.3.1.29:8288#http://114.243.96.212:8821/rtp/239.3.1.29:8288#http://114.243.98.37:8888/rtp/239.3.1.29:8288#http://114.243.105.66:8821/rtp/239.3.1.29:8288#http://114.243.111.3:8821/rtp/239.3.1.29:8288#http://114.243.109.134:8821/rtp/239.3.1.29:8288#http://114.243.110.170:8888/rtp/239.3.1.29:8288#http://114.243.97.136:8888/rtp/239.3.1.29:8288#http://114.243.109.109:8821/rtp/239.3.1.29:8288#http://123.112.19.67:8012/rtp/239.3.1.29:8288#http://1.203.77.72:7788/udp/225.1.8.142:8288#http://114.243.102.28:8821/rtp/239.3.1.29:8288#http://111.192.0.32:4022/rtp/239.3.1.29:8288
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234#http://111.196.131.46:20000/rtp/239.3.1.141:1234#http://114.243.105.66:8821/rtp/239.3.1.141:1234#http://114.243.109.134:8821/rtp/239.3.1.141:1234#http://1.203.77.72:7788/udp/225.1.8.48:8044#http://114.243.102.28:8821/rtp/239.3.1.141:1234#http://221.219.65.6:4000/rtp/239.3.1.141:1234#http://114.243.103.247:8821/rtp/239.3.1.141:1234#http://114.243.97.51:8821/rtp/239.3.1.141:1234#http://114.243.102.80:8821/rtp/239.3.1.141:1234#http://114.243.109.109:8821/rtp/239.3.1.141:1234#http://123.112.19.67:8012/rtp/239.3.1.141:1234#http://111.196.191.248:5555/rtp/239.3.1.141:1234#http://114.243.104.14:8821/rtp/239.3.1.141:1234#http://111.192.0.32:4022/rtp/239.3.1.141:1234#http://115.171.216.91:4000/udp/225.1.8.48:8044#http://114.254.80.240:2222/rtp/239.3.1.141:1234#http://114.243.96.212:8821/rtp/239.3.1.141:1234#http://114.243.97.136:8888/rtp/239.3.1.141:1234#http://114.243.98.37:8888/rtp/239.3.1.141:1234#http://114.243.110.170:8888/rtp/239.3.1.141:1234#http://114.254.93.135:2222/rtp/239.3.1.141:1234#http://123.113.249.203:8888/rtp/239.3.1.141:1234#http://1.203.77.72:7788/udp/225.1.8.136:8144#http://115.171.216.91:4000/udp/225.1.8.136:8144#http://111.196.131.46:20000/rtp/239.3.1.141:1234#http://114.243.105.66:8821/rtp/239.3.1.141:1234#http://114.243.109.134:8821/rtp/239.3.1.141:1234#http://1.203.77.72:7788/udp/225.1.8.48:8044#http://114.243.102.28:8821/rtp/239.3.1.141:1234#http://221.219.65.6:4000/rtp/239.3.1.141:1234#http://114.243.103.247:8821/rtp/239.3.1.141:1234#http://114.243.97.51:8821/rtp/239.3.1.141:1234#http://114.243.102.80:8821/rtp/239.3.1.141:1234#http://114.243.109.109:8821/rtp/239.3.1.141:1234#http://123.112.19.67:8012/rtp/239.3.1.141:1234#http://111.196.191.248:5555/rtp/239.3.1.141:1234#http://114.243.104.14:8821/rtp/239.3.1.141:1234#http://111.192.0.32:4022/rtp/239.3.1.141:1234#http://115.171.216.91:4000/udp/225.1.8.48:8044#http://114.254.80.240:2222/rtp/239.3.1.141:1234#http://114.243.96.212:8821/rtp/239.3.1.141:1234#http://114.243.97.136:8888/rtp/239.3.1.141:1234#http://114.243.98.37:8888/rtp/239.3.1.141:1234#http://114.243.110.170:8888/rtp/239.3.1.141:1234#http://1.203.77.72:7788/udp/225.1.8.136:8144#http://115.171.216.91:4000/udp/225.1.8.136:8144
宁夏卫视,http://114.243.105.66:8821/rtp/239.3.1.46:8124#http://123.113.249.203:8888/rtp/239.3.1.46:8124#http://111.196.191.248:5555/rtp/239.3.1.46:8124#http://114.254.80.240:2222/rtp/239.3.1.46:8124#http://221.219.65.6:4000/rtp/239.3.1.46:8124#http://114.254.94.118:2222/rtp/239.3.1.46:8124#http://115.171.216.91:4000/udp/225.1.8.159:8124#http://114.243.103.247:8821/rtp/239.3.1.46:8124#http://111.196.131.46:20000/rtp/239.3.1.46:8124#http://114.243.97.51:8821/rtp/239.3.1.46:8124#http://114.243.104.64:8821/rtp/239.3.1.46:8124#http://114.243.104.14:8821/rtp/239.3.1.46:8124#http://114.243.111.3:8821/rtp/239.3.1.46:8124#http://114.243.102.80:8821/rtp/239.3.1.46:8124#http://114.243.109.134:8821/rtp/239.3.1.46:8124#http://114.243.110.170:8888/rtp/239.3.1.46:8124#http://114.243.97.136:8888/rtp/239.3.1.46:8124#http://114.243.109.109:8821/rtp/239.3.1.46:8124#http://123.112.19.67:8012/rtp/239.3.1.46:8124#http://1.203.77.72:7788/udp/225.1.8.159:8124#http://114.243.102.28:8821/rtp/239.3.1.46:8124#http://111.192.0.32:4022/rtp/239.3.1.46:8124#http://114.243.98.37:8888/rtp/239.3.1.46:8124#http://123.113.249.203:8888/rtp/239.3.1.46:8124#http://111.196.191.248:5555/rtp/239.3.1.46:8124#http://221.219.65.6:4000/rtp/239.3.1.46:8124#http://115.171.216.91:4000/udp/225.1.8.159:8124#http://114.243.103.247:8821/rtp/239.3.1.46:8124#http://111.196.131.46:20000/rtp/239.3.1.46:8124#http://114.243.110.170:8888/rtp/239.3.1.46:8124#http://114.243.97.136:8888/rtp/239.3.1.46:8124#http://123.112.19.67:8012/rtp/239.3.1.46:8124#http://1.203.77.72:7788/udp/225.1.8.159:8124#http://114.243.102.28:8821/rtp/239.3.1.46:8124#http://111.192.0.32:4022/rtp/239.3.1.46:8124#http://114.243.98.37:8888/rtp/239.3.1.46:8124
